,ADDRESS,# ROOMS,BLDG CODE,CODE DESC,BLDG CAT,AC,BLDG DEPTH,EXT COND,FIREPLACES,BLDG FRONT,FUEL,# PARKING,INT COND,MARKET VALUE,# BATH,# BED,# FLOORS,SALE DATE,TOPO,GSF,NSF,HEAT,UNIT #,VIEW,YEAR BUILT,ZIP,ZONING,LATITUDE,LONGITUDE,SALE PRICE,ASKING PRICE,WHITEROCK PRICE,AD / AE DIFF,AD / AF DIFF,AE / AF DIFF
5679,603 NORTH 52 STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,80.0,4,0,16.0,,0,4.0,75600.0,0,0,3,5/12/2019,F,1280.0,2641,,,I,1925,191315105,RM1  ,39.96969471,-75.22513175,77000,,,,,
5680,1147 SOUTH 52 STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,87.0,4,0,15.75,,0,4.0,112700.0,0,0,0,9/11/2019,F,1370.25,1820,,,I,1915,191434217,RM1  ,39.94312746,-75.22156051,100000,,,,,
5681,806 NORTH 41 STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,N,102.16,7,0,17.75,,0,7.0,24900.0,0,0,0,5/6/2019,F,1813.34,2865,H,,A,1915,191044813,RM1  ,39.9673912,-75.20593787,95000,,,,,
5682,407 SOUTH 42 STREET,0,CA0  ,APTS 5-50 UNITS MASONRY,Multi Family,,159.0,4,0,31.5,,0,4.0,585600.0,0,0,3,4/10/2019,F,5008.5,4800,,,I,1900,191044003,RTA1 ,39.9505206,-75.20675343,2230000,,,,,
5683,922 SOUTH 49 STREET,0,G58  ,DET CONV APT 3 STY STONE,Multi Family,Y,110.0,2,0,22.0,,0,2.0,573900.0,0,0,3,8/9/2019,F,2420.0,4154,,,I,1900,191433404,RSA3 ,39.9455652,-75.21860962,850000,,,,,
5684,131 NORTH 51 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,55.0,4,0,15.0,,0,4.0,51800.0,1,3,2,8/15/2019,F,825.0,1350,,,I,1925,191392702,RSA5 ,39.96202411,-75.22221576,27500,,,,,
5685,1156 SOUTH 52 STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,97.0,4,0,16.0,,0,4.0,113700.0,0,0,0,4/26/2019,F,1552.0,1855,,,I,1915,191434218,RM1  ,39.94261379,-75.22178997,140000,,,,,
5686,2740 NORTH 45 STREET,6,R38  ,ROW B/GAR 2 STY STONE,Single Family,N,83.0,4,0,16.0,,1,4.0,164200.0,1,3,2,7/16/2019,F,1328.0,1354,H,,I,1925,191311517,RSA5 ,40.00103422,-75.22186715,117000,,,,,
5687,1119-23 SOUTH 47 STREET,0,CA0  ,APTS 5-50 UNITS MASONRY,Multi Family,,50.0,4,0,53.6,,0,4.0,854200.0,0,0,3,10/24/2019,F,2680.0,6000,,,I,1890,191433667,RM1  ,39.94541745,-75.21300199,950000,,,,,
5688,1320 SOUTH 48 STREET,0,U30  ,ROW CONV/APT 2 STY MASON,Multi Family,,81.12,7,0,16.0,,0,7.0,16100.0,0,0,2,7/12/2019,F,1297.92,1480,,,I,1940,191434403,RSA5 ,39.94222084,-75.21229023,40000,,,,,
5689,1230 NORTH 50 STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,,81.5,4,0,36.62,,1,4.0,183400.0,0,0,0,4/5/2019,F,2984.0,2475,,,I,1925,191314541,RM1  ,39.97296484,-75.22304768,130000,,,,,
5690,1302 NORTH 50 STREET,0,U30  ,ROW CONV/APT 2 STY MASON,Multi Family,,64.0,4,0,14.66,,0,4.0,102300.0,0,0,2,8/19/2019,F,938.24,1408,,,I,1925,191314505,RM1  ,39.97345120000001,-75.22305676,100000,,,,,
5691,1308 NORTH 50 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,64.0,4,0,14.66,,0,4.0,48900.0,1,3,2,8/30/2019,F,938.24,1182,,,I,1925,191314505,RM1  ,39.97357279999999,-75.22307771,243500,,,,,
5692,1320 SOUTH 51 STREET,7,O30  ,ROW 2 STY MASONRY,Single Family,N,85.5,3,0,16.0,,0,3.0,67400.0,1,4,0,7/25/2019,F,1368.0,1532,A,,I,1940,191435122,RSA5 ,39.94076799,-75.21746551,140000,,,,,
5693,1322 SOUTH 51 STREET,7,O30  ,ROW 2 STY MASONRY,Single Family,,85.5,4,0,16.0,,0,4.0,49700.0,1,4,0,9/4/2019,F,1368.0,1532,,,I,1940,191435122,RSA5 ,39.94073609,-75.2174278,70000,,,,,
5694,905 NORTH 41 STREET,0,CF0  ,APT BOARDING HOME MASONRY,Multi Family,,124.5,4,0,120.0,,0,4.0,1909300.0,0,0,3,7/10/2019,F,14940.0,21174,,,I,1928,191041200,RM1  ,39.9700562,-75.20551785,1650000,,,,,
5695,765 NORTH 44 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,68.5,5,0,16.0,,0,5.0,16900.0,1,3,2,9/24/2019,,1096.0,1488,,,I,1925,191041358,RM1  ,39.96620091,-75.21079082,76000,,,,,
5696,110 NORTH 49 STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,Y,90.5,2,0,21.0,,0,2.0,233900.0,2,3,0,8/24/2019,F,1900.0,2166,,,I,1925,191392717,RSA5 ,39.96131202,-75.21982209,175000,,,,,
5697,811 NORTH 39 STREET,7,O30  ,ROW 2 STY MASONRY,Single Family,,80.0,4,0,15.33,,0,4.0,90400.0,1,4,2,8/26/2019,A,1226.4,2668,,,I,1925,191041618,RSA5 ,39.96800814,-75.20028598,65000,,,,,
5698,860 NORTH 42 STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,,107.0,4,0,15.0,,0,4.0,70800.0,0,0,3,10/22/2019,,1605.0,1800,H,,0,1915,191041472,RM1  ,39.96861584,-75.20826877,290000,,,,,
5699,5 SOUTH 44 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,80.0,4,0,16.0,,0,4.0,256300.0,1,4,2,8/30/2019,F,1280.0,1450,A,,I,1930,191042942,CMX3 ,39.95756889,-75.20927646,250000,,,,,
5700,258 SOUTH 45 STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,97.0,4,0,16.0,,0,4.0,403200.0,0,0,3,6/27/2019,F,1552.0,2400,,,I,1915,191042949,RSA5 ,39.95342275,-75.21235578,280000,,,,,
5701,255 SOUTH 46 STREET,0,O60  ,ROW 3.5 STY MASONRY,Single Family,,105.0,3,0,19.75,,0,3.0,446600.0,2,5,4,7/1/2019,F,2073.75,2955,B,,I,1925,191394514,RTA1 ,39.95366363,-75.21373871,687000,,,,,
5702,268 SOUTH 46 STREET,0,N50  ,S/D CONV APT 3 STY MASON,Multi Family,,115.0,4,0,30.0,,1,4.0,541200.0,0,0,0,6/27/2019,F,3450.0,3303,,,I,1925,191394513,RM1  ,39.95368614,-75.214338,725000,,,,,
5703,322 SOUTH 46 STREET,0,N70  ,S/D CONV APT 4 STY MASON,Multi Family,,115.0,4,0,20.25,,0,4.0,495900.0,0,0,4,8/16/2019,F,2328.75,3150,,,I,1925,191431802,RSA3 ,39.95240688,-75.21460624,423750,,,,,
5704,1441 SOUTH 47 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,60.0,4,0,14.0,,0,4.0,42200.0,1,3,2,7/1/2019,F,840.0,920,,,I,1940,191434401,RSA5 ,39.94192139,-75.20887343,60000,,,,,
5705,1307 NORTH 51 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,64.5,4,0,14.66,,0,4.0,41100.0,1,3,2,4/26/2019,F,945.57,1022,,,I,1925,191314508,RM1  ,39.97346005,-75.22374873,3650000,,,,,
5706,1320 NORTH 51 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,75.4,4,0,16.0,,0,4.0,50200.0,1,3,0,7/11/2019,F,1206.4,1160,,,I,1925,191314402,RM1  ,39.97373013,-75.22426862,65000,,,,,
5707,878-80 NORTH 42 STREET,0,V10  ,PRIV GAR 1 STY MASONRY,Single Family,N,120.0,5,0,40.0,,0,5.0,45600.0,0,0,1,7/12/2019,F,4800.0,1600,H,,A,1915,191041471,RM1  ,39.96934506,-75.20843294,25000,,,,,
5708,23 SOUTH 44 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,78.82,4,0,15.0,,0,4.0,272100.0,1,3,2,5/31/2019,F,1182.35,1350,B,,I,1930,191042941,CMX4 ,39.95707609,-75.2093804,316250,,,,,
5709,25 SOUTH 44 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,78.0,4,0,15.0,,0,4.0,272100.0,1,3,2,5/23/2019,F,1170.0,1350,,,I,1930,191042941,CMX4 ,39.95703569,-75.2093887,240000,,,,,
5710,1402 NORTH 52 STREET,0,U30  ,ROW CONV/APT 2 STY MASON,Multi Family,,74.0,5,0,16.0,,0,5.0,64300.0,0,0,2,5/2/2019,F,1184.0,1696,,,I,1920,191314020,CMX2 ,39.97436564,-75.22668202,90000,,,,,
5711,1404 NORTH 52 STREET,7,O30  ,ROW 2 STY MASONRY,Single Family,,74.0,5,0,16.0,,0,5.0,33700.0,1,4,2,5/2/2019,F,1184.0,2298,,,I,1920,191314020,CMX2 ,39.97440871,-75.22669091,90000,,,,,
5712,735 NORTH 43 STREET,0,O50  ,ROW 3 STY MASONRY,Single Family,,157.16,4,0,16.0,,0,4.0,135500.0,0,0,3,9/24/2019,,2514.56,2154,,,I,1925,191041417,RM1  ,39.96551471,-75.20908756,138000,,,,,
5713,1119 SOUTH 46 STREET,0,N50  ,S/D CONV APT 3 STY MASON,Multi Family,,88.0,4,0,25.5,,0,4.0,384700.0,0,0,3,7/30/2019,F,2244.0,2400,B,,I,1925,191433710,RSA3 ,39.94637617,-75.21168102,595000,,,,,
5714,859 NORTH 48 STREET,7,O30  ,ROW 2 STY MASONRY,Single Family,,90.0,5,0,16.18,,0,5.0,36200.0,2,4,0,5/17/2019,,1456.2,1932,,,0,1920,191391810,RSA5 ,39.96790373,-75.21655502,47000,,,,,
5715,137 SOUTH 50 STREET,8,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,N,100.0,4,0,16.0,,0,4.0,333500.0,3,4,0,4/10/2019,F,1600.0,2112,A,,I,1925,191393542,RSA5 ,39.95687525,-75.22117929,215000,,,,,
5716,2423 NORTH 51 STREET,0,A10  ,DET 1 STY MASONRY,Single Family,Y,120.0,6,0,80.0,,0,6.0,141700.0,3,4,0,5/28/2019,F,9600.0,2813,H,,A,1925,191311406,RSD3 ,39.99681672,-75.23053294,200000,,,,,
5717,1219 SOUTH 46 STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,,110.0,7,0,26.0,,0,7.0,73500.0,0,0,0,6/19/2019,A,2860.0,2040,A,,I,1930,191433801,RSA5 ,39.94555907,-75.21068032,300000,,,,,
5718,895 NORTH 48 STREET,0,O30  ,ROW 2 STY MASONRY,Single Family,,77.0,4,0,16.08,,0,4.0,61300.0,0,0,0,7/18/2019,,1238.16,1546,,,0,1920,191391811,RSA5 ,39.96878071,-75.2166941,70000,,,,,
5719,30 NORTH 50 STREET,11,N50  ,S/D CONV APT 3 STY MASON,Multi Family,,115.0,4,0,23.0,,0,4.0,216700.0,3,5,0,4/25/2019,F,2645.0,2539,,,I,1917,191392719,RTA1 ,39.96057546,-75.22105346,250000,,,,,
5720,1466 NORTH 52 STREET,0,U50  ,ROW CONV/APT 3 STY MASON,Multi Family,,71.0,3,0,18.0,,0,3.0,221000.0,0,0,0,8/30/2019,F,1278.0,2745,,,I,1920,191314032,CMX2 ,39.97597566,-75.22697455,95000,,,,,
5721,114 NORTH 50 STREET,0,N50  ,S/D CONV APT 3 STY MASON,Multi Family,,115.0,7,0,23.0,,0,7.0,44700.0,0,0,3,7/31/2019,F,2645.0,3144,,,I,1925,191392721,RTA1 ,39.96165761,-75.22083055,75000,,,,,
5722,929 SOUTH 50 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,72.0,5,0,15.75,,0,5.0,116300.0,1,3,2,9/12/2019,F,1134.0,1282,,,I,1925,191433303,RSA3 ,39.94613097,-75.22083335,90000,,,,,
5723,229 NORTH 52 STREET,7,H30  ,SEMI/DET 2 STY MASONRY,Single Family,,85.0,4,0,20.0,,0,4.0,61800.0,1,4,2,4/24/2019,F,1700.0,1816,,,I,1903,191391502,RSA3 ,39.96395285,-75.22410355,65000,,,,,
5724,719 SOUTH 52 STREET,7,H30  ,SEMI/DET 2 STY MASONRY,Single Family,,90.0,6,0,21.0,,0,6.0,145400.0,1,4,2,8/15/2019,F,1890.0,1710,,,D,1925,191432633,CMX2 ,39.94829239,-75.22701921,160000,,,,,
5725,311 SOUTH 51 STREET,7,H30  ,SEMI/DET 2 STY MASONRY,Single Family,,100.0,4,0,20.0,,0,4.0,249700.0,1,4,2,7/15/2019,F,2000.0,1800,,,I,1925,191431605,RSA3 ,39.95368641,-75.22388049,182500,,,,,
5726,1804 NORTH 52 STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,N,79.72,4,0,26.85,,0,4.0,200600.0,0,0,0,7/25/2019,F,2140.0,2264,H,,A,1920,191313223,RSA5 ,39.98505157,-75.22794994,130000,,,,,
5727,1812 NORTH 52 STREET,0,W30  ,APT 2-4 UNITS 2 STY MASON,Multi Family,N,116.41,4,0,23.39,,2,4.0,187900.0,0,0,0,10/10/2019,F,3037.0,2264,H,,A,1920,191313223,RSA5 ,39.98534751,-75.22798647,145000,,,,,
5728,502 SOUTH 41 STREET,0,N50  ,S/D CONV APT 3 STY MASON,Multi Family,,150.0,4,0,42.0,,0,4.0,406100.0,0,0,3,7/31/2019,F,6300.0,4500,,,I,1930,191044502,RTA1 ,39.949448,-75.20614835,1537000,,,,,
5729,504 SOUTH 41 STREET,0,CA0  ,APTS 5-50 UNITS MASONRY,Multi Family,,159.0,4,0,42.5,,0,4.0,599000.0,0,0,3,7/31/2019,F,6757.5,3480,,,I,1890,191044502,RTA1 ,39.94934002,-75.20610594,1537000,,,,,
5730,941 NORTH 43 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,80.0,3,0,15.0,,0,3.0,69100.0,1,3,2,4/23/2019,,1200.0,1422,,,0,1920,191041268,RM1  ,39.97101345,-75.21013132,78000,,,,,
5731,443 SOUTH 49 STREET,7,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,100.0,4,0,25.0,,1,4.0,265100.0,1,4,2,8/7/2019,F,2500.0,2010,B,,I,1925,191431730,RM1  ,39.95153138,-75.22027456,370000,,,,,
5732,721 NORTH 40 STREET,0,N50  ,S/D CONV APT 3 STY MASON,Multi Family,,105.0,5,0,17.0,,0,5.0,68200.0,0,0,3,4/22/2019,A,1785.0,2680,,,I,1915,191041635,RSA5 ,39.96577076,-75.2025009,245000,,,,,
5733,724 NORTH 40 STREET,0,N50  ,S/D CONV APT 3 STY MASON,Multi Family,N,109.0,4,0,22.0,,5,4.0,84400.0,0,0,3,9/23/2019,F,2398.0,2325,H,,I,1915,191041636,RSA3 ,39.96634349,-75.20321711,285000,,,,,
5734,866 NORTH 47 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,55.0,6,0,15.0,,0,6.0,18200.0,1,3,2,9/18/2019,,825.0,1038,,,0,1925,191391805,RSA5 ,39.96806416,-75.21582439,40000,,,,,
5735,870 NORTH 47 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,55.0,4,0,15.0,,0,4.0,45600.0,1,3,2,6/27/2019,,825.0,1038,,,0,1925,191391805,RSA5 ,39.96814578,-75.21583502,37000,,,,,
5736,716-18 SOUTH 51 STREET,0,G31  ,DET CONV APT 2 STY MAS+OT,Multi Family,,80.0,6,0,39.0,,0,6.0,191300.0,0,0,2,4/29/2019,F,3120.0,4080,,,I,1930,191431634,CMX2 ,39.94817897,-75.22556994,280000,,,,,
5737,745 SOUTH 51 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,83.83,4,0,15.0,,0,4.0,93600.0,1,3,2,8/15/2019,F,1257.45,1440,,,I,1925,191433228,CMX2 ,39.94738859,-75.22455078,155250,,,,,
5738,2935 MASTER STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,60.0,6,0,15.0,,0,6.0,50700.0,1,3,2,5/31/2019,F,900.0,1116,,,I,1925,191210000,RSA5 ,39.97789679,-75.18407405,127000,,,,,
5739,1238 ELLSWORTH STREET,0,G30  ,DET CONV APT 2 STY MASON,Multi Family,,72.25,4,0,16.0,,0,4.0,388600.0,0,0,2,7/18/2019,F,2381.0,1170,H,,I,1915,191474511,RSA5 ,39.9361049,-75.16453723,425000,,,,,
5740,6127 SPRUCE STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,85.0,4,0,16.0,,0,4.0,73700.0,1,3,2,6/26/2019,F,1360.0,1480,B,,I,1925,191393741,RM1  ,39.95713469,-75.24469566,215000,,,,,
5741,9316 CAMPUS LANE,0,A36  ,DET 2 STY FRAME,Single Family,,100.0,4,0,60.0,,0,4.0,229400.0,0,0,2,10/29/2019,A,6000.0,1800,,,I,1950,191143520,RSD3 ,40.06440904,-75.01084302,61500,,,,,
5742,4345 TEESDALE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,66.0,3,0,15.75,,1,3.0,96600.0,1,3,2,6/19/2019,E,1039.5,914,H,,I,1950,191363902,RSA5 ,40.03398799,-75.0368841,130000,,,,,
5743,223 LEMONTE STREET,7,O51  ,ROW 3 STY MASONRY+OTHER,Single Family,Y,139.29,1,0,18.95,A,0,1.0,590500.0,4,4,3,5/11/2019,F,2639.87,2661,A,,I,2019,191284519,RSA5 ,40.0355015,-75.23015067,579000,,,,,
5744,182 GAY STREET,0,551,RES CONDO 3 STY MAS+OTH,Single Family,Y,0.0,3,0,0.0,,0,3.0,142200.0,1,1,0,6/25/2019,,0.0,650,,203,I,2004,191284804,RSA3 ,40.02890119,-75.22175312,130000,,,,,
5745,2018-32 WALNUT STREET,0,590,RES CONDO 5+ STY MASONRY,Single Family,Y,0.0,4,0,0.0,,0,4.0,351200.0,0,0,0,10/11/2019,,0.0,700,,000023D,I,1980,191035608,RMX3 ,39.95032496,-75.17510042,255000,,,,,
5746,1147-53 NORTH 4 STREET,5,593,RES CONDO 3+ STY LOFT,Single Family,Y,0.0,3,0,0.0,,1,3.0,388200.0,2,2,0,8/27/2019,,0.0,1755,C,000005E,I,2004,191231529,IRMX ,39.96939322,-75.14282148,530000,,,,,
5747,202-10 WEST RITTENHOUSE SQUARE,0,591,RES CONDO 5+ STY MAS+OTH,Single Family,Y,0.0,3,0,0.0,,0,3.0,1887500.0,0,0,0,4/17/2019,,0.0,2500,,2906,C,1960,191035709,RM4  ,39.94984228,-75.17340398,2000000,,,,,
5748,1919 SOUTH NORWOOD STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,,51.0,6,0,14.16,,0,6.0,39800.0,1,3,2,7/17/2019,F,722.16,1024,H,,I,1920,191452730,RM1  ,39.92789453,-75.18113171,215000,,,,,
5749,3221 RAWLE STREET,7,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,107.5,4,0,15.95,,0,4.0,175400.0,1,4,2,7/12/2019,F,1714.62,1528,,,A,1950,191492620,RSA5 ,40.03308506,-75.0535279,235000,,,,,
5750,609 DUPONT STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,80.83,4,0,16.17,,0,4.0,193500.0,1,3,2,7/15/2019,F,1307.02,1132,B,,I,1960,191282615,RSA5 ,40.03591414,-75.21328728,259900,,,,,
5751,4718 MELROSE STREET,6,Q30  ,ROW W/DET GAR 2 STY MAS,Single Family,N,88.0,4,0,14.0,,1,4.0,75800.0,1,3,2,10/4/2019,F,1232.0,868,B,,I,1920,191371111,RSA5 ,40.00727047,-75.07553270000001,65000,,,,,
5752,3661 OLD YORK ROAD,0,O50  ,ROW 3 STY MASONRY,Single Family,,111.65,4,0,16.0,,0,4.0,59000.0,0,0,3,8/23/2019,F,1786.4,2112,,,I,1920,191404229,RM1  ,40.00847203,-75.14736479,53984,,,,,
5753,1635 TITAN STREET,6,O50  ,ROW 3 STY MASONRY,Single Family,Y,50.0,2,0,16.0,,0,2.0,377900.0,3,3,2,7/30/2019,F,800.0,1552,A,,I,1925,191463031,RSA5 ,39.93527854,-75.17173693,443500,,,,,
5754,1139 WEST VENANGO STREET,7,O30  ,ROW 2 STY MASONRY,Single Family,N,87.0,4,0,15.0,,0,4.0,44900.0,1,4,2,5/3/2019,F,1305.0,1650,H,,I,1940,191404261,RM1  ,40.00731233,-75.14739195,60000,,,,,
5755,3043 NORTH SWANSON STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,45.5,4,0,14.0,,0,4.0,24900.0,1,3,2,6/11/2019,F,637.0,784,H,,I,1920,191342813,RM1  ,39.99615337,-75.12814637,45000,,,,,
5756,6164 DELANCEY STREET,0,U30  ,ROW CONV/APT 2 STY MASON,Multi Family,,64.0,4,0,17.5,,0,4.0,70400.0,0,0,0,10/4/2019,F,1120.0,1372,,,I,1920,191431004,RM1  ,39.95634456,-75.24585139,85000,,,,,
5757,1018 HOWELL STREET,4,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,Y,70.0,2,0,16.0,,1,2.0,83600.0,1,2,2,8/19/2019,F,1120.0,928,A,,D,1950,191493616,RM1  ,40.03682836,-75.08896118,143500,,,,,
5758,402 SLOCUM STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,100.0,4,0,18.83,,1,4.0,137600.0,1,3,2,9/6/2019,F,1883.0,1286,B,,I,1932,191190000,RSA5 ,40.05792713,-75.18084893,210000,,,,,
5759,1845 NORTH 52 STREET,0,U30  ,ROW CONV/APT 2 STY MASON,Multi Family,N,115.0,4,0,26.0,,2,4.0,153500.0,0,0,2,10/8/2019,F,2990.0,2128,H,,A,1920,191313310,RSA5 ,39.98588335,-75.22727368,190000,,,,,
5760,1112 SPRUCE STREET,0,570,RES CONDO 4 STY MASONRY,Single Family,,0.0,3,0,0.0,,0,3.0,533700.0,0,0,0,4/24/2019,,0.0,1706,,3,0,2007,191076008,RM1  ,39.9460398,-75.16018953,800000,,,,,
5761,2451 MEMPHIS STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,51.0,2,0,14.0,,0,2.0,157300.0,2,3,2,4/25/2019,F,714.0,1108,A,,I,1875,191252123,RSA5 ,39.97977445,-75.12403932,350000,,,,,
5762,1002 ROSALIE STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,68.0,4,0,17.45,,1,4.0,87400.0,1,3,2,9/5/2019,F,1186.6,1120,B,,I,1948,191493624,RSA5 ,40.03578335,-75.09055484,62500,,,,,
5763,9710 VERREE ROAD,5,K10  ,S/D W/B GAR 1 STY MASONRY,Single Family,Y,97.05,4,0,51.93,,1,4.0,212400.0,1,2,0,5/21/2019,A,5039.62,1032,A,,I,1968,191151921,RSD3 ,40.09884383,-75.04670606,191000,,,,,
5764,407 CROSS STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,48.0,2,0,16.0,,0,2.0,280500.0,2,3,2,8/8/2019,F,768.0,1075,A,,I,1920,191476510,RSA5 ,39.92892213,-75.15235544,450000,,,,,
5765,1161 DORRANCE STREET,5,O30  ,ROW 2 STY MASONRY,Single Family,Y,50.5,2,0,14.0,,0,2.0,223000.0,1,2,2,7/1/2019,F,707.0,1036,A,,I,1923,191460000,RSA5 ,39.93710515,-75.17441613,300000,,,,,
5766,863 PENNOCK STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,Y,67.75,3,0,15.0,,0,3.0,344700.0,1,3,2,7/10/2019,F,1016.25,990,H,,I,1935,191300000,RSA5 ,39.97199185,-75.18144771,390000,,,,,
5767,1259 GREEBY STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,67.5,4,0,16.29,,1,4.0,103700.0,1,3,2,8/20/2019,F,1099.58,1046,H,,I,1947,191115503,RSA5 ,40.04331939,-75.07947862,46000,,,,,
5768,1008-20 SPRUCE STREET,0,570,RES CONDO 4 STY MASONRY,Single Family,,0.0,4,0,0.0,,0,4.0,232700.0,0,0,0,5/6/2019,,0.0,808,,001012E,I,1925,191076009,RM1  ,39.94589134,-75.15863031,260000,,,,,
5769,746 MASTER STREET,12,W50  ,APT 2-4 UNITS 3 STY MASON,Multi Family,Y,58.0,1,0,20.0,A,0,1.0,666300.0,4,6,3,4/3/2019,F,1160.0,3069,A,,I,2014,191220000,CMX2 ,39.97309575,-75.14928332,444845,,,,,
5770,1242 SOUTH 20 STREET,8,O50  ,ROW 3 STY MASONRY,Single Family,Y,61.35,1,0,15.0,A,0,1.0,485100.0,3,4,0,8/28/2019,F,920.25,1950,A,,I,2014,191464338,RM1  ,39.93579544,-75.17722991,520000,,,,,
5771,1852 MERLIN ROAD,0,D31  ,DET W/B GAR 2 STY MAS+OTH,Single Family,Y,80.0,4,0,45.0,,1,4.0,301400.0,0,0,2,7/10/2019,F,3600.0,2610,B,,I,1961,191163842,RSA2 ,40.10123531,-75.01897559,375000,,,,,
5772,6426 NORTH BEECHWOOD STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,65.0,4,0,16.0,,0,4.0,72600.0,1,3,2,5/14/2019,F,1040.0,1184,B,,I,1925,191382504,RSA5 ,40.05260815,-75.15709916,32891,,,,,
5773,3028 TREMONT STREET,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,,150.24,4,0,16.16,,1,4.0,167600.0,1,3,2,8/2/2019,A,2427.87,1138,,,I,1955,191361111,RSA5 ,40.05808713,-75.01754595,210000,,,,,
5774,2956 NORTH 23 STREET,6,O30  ,ROW 2 STY MASONRY,Single Family,N,60.0,4,0,15.0,,0,4.0,51500.0,1,3,0,9/25/2019,F,900.0,1218,H,,I,1940,191322003,RSA5 ,40.00017185,-75.16843437,57000,,,,,
5775,1 ACADEMY CIRCLE,0,560,RES CONDO 3.5 STY MASONRY,Single Family,Y,0.0,3,0,0.0,,0,3.0,316000.0,1,1,0,5/23/2019,,0.0,745,A,321,I,2006,191465100,RMX1 ,39.94405423,-75.1842813,344000,,,,,
5776,613 PRINCETON AVENUE,6,K30  ,S/D W/B GAR 2 STY MASONRY,Single Family,Y,90.04,4,0,25.29,,1,4.0,164200.0,1,3,0,7/31/2019,A,2277.11,1314,A,,I,1950,191114029,RSA3 ,40.05694942,-75.08482522,180000,,,,,
5777,381 LIVEZEY STREET,6,A21  ,DET 1.5 STY MASONRY+OTHER,Single Family,N,106.0,2,1,50.0,,0,2.0,207600.0,0,3,2,7/19/2019,A,5300.0,1272,B,,I,1955,191284413,RSA2 ,40.03944572,-75.2318343,322500,,,,,
5778,2032 NAUDAIN STREET,6,O50  ,ROW 3 STY MASONRY,Single Family,Y,30.0,3,0,30.25,,0,3.0,726000.0,2,3,3,4/18/2019,F,907.5,2178,A,,I,1987,191461317,RM1  ,39.94547377,-75.17657104,955000,,,,,
5779,3559 SHEFFIELD AVENUE,6,R30  ,ROW B/GAR 2 STY MASONRY,Single Family,N,100.0,4,0,16.0,,1,4.0,164200.0,1,3,2,7/18/2019,F,1600.0,1432,,,I,1925,191360000,RSA5 ,40.04016422,-75.03362543,189000,,,,,
5780,911 SIGEL STREET,4,O30  ,ROW 2 STY MASONRY,Single Family,N,54.83,4,0,13.0,,0,4.0,229900.0,1,2,2,6/3/2019,F,712.79,1074,A,,I,1920,191481620,RSA5 ,39.92628848,-75.16123479,300000,,,,,
5781,6016 HEGERMAN STREET,8,A50  ,DET 3 STY MASONRY,Single Family,N,100.0,4,0,25.0,,0,4.0,125200.0,1,4,3,7/19/2019,F,2500.0,1520,H,,I,1930,191353710,RSA5 ,40.01718225,-75.05787397,135000,,,,,
