,address,city,state,zipcode,bathrooms,bedrooms,interior_features,rooms,cooling,heating,AC,appliances,laundry,sqft,price,taxes,tax_year,list_type,list_id,possession,lot_sqft,list_status,year_built,county,county_school_district,half_bath,subdivision,luxury_home
2,2424 MONTROSE ST,Philadelphia,PA,19146,2.0,3.0,Floor Plan - Open,,None,Forced Air,No,"Dishwasher,  Dryer,  Exhaust Fan,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer",Basement,1024.0,380000.0,4534.0,2019.0,Condo/Townhome,PAPH844846,Subject to Existing Lease,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Graduate Hospital,No
3,2906 W GIRARD AVE,Philadelphia,PA,19130,1.0,3.0,"Floor Plan - Open,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Dryer,  Microwave,  Oven/Range - Gas,  Washer",Basement,1308.0,339000.0,1795.0,2019.0,Condo/Townhome,PAPH844634,Subject to Existing Lease,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
4,4545 PULASKI AVE,Philadelphia,PA,19144,2.0,6.0,,"Basement,  Dining Room,  Kitchen,  Laundry,  Living Room",None,90% Forced Air,No,"Dryer,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer",Main Floor,2592.0,279000.0,1849.0,2019.0,Single Family,PAPH845524,Immediate,2178.0,Active,1930.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown,No
5,3238 LONGSHORE AVE,Philadelphia,PA,19149,2.0,3.0,,,None,Radiator,No,,,1440.0,250000.0,2303.0,2019.0,Condo/Townhome,PAPH845578,"0-30 Days CD,  31-60 Days CD",1742.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mayfair (West),No
6,1941 HOFFMAN ST,Philadelphia,PA,19145,1.0,3.0,"Built-Ins,  Ceiling Fan(s),  Combination Dining/Living,  Floor Plan - Open,  Recessed Lighting,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Dual Flush Toilets,  Energy Efficient Appliances,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Water Heater",,1048.0,249900.0,1711.0,2019.0,Condo/Townhome,PAPH843746,0-30 Days CD,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
7,5227 LOCUST ST,Philadelphia,PA,19139,1.0,4.0,"Dining Area,  Floor Plan - Traditional,  Kitchen - Eat-In,  Wood Floors",,Window Unit(s),Forced Air,No,,,1500.0,249800.0,1593.0,2019.0,Condo/Townhome,PAPH845506,90-120 Days CD,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Cobbs Creek,No
8,440 FLAMINGO ST,Philadelphia,PA,19128,1.0,3.0,,"Additional Bedroom,  Dining Room,  Family Room,  Full Bath,  Kitchen,  Living Room,  Master Bedroom","Ceiling Fan(s),  Ductless/Mini-Split,  Other",Hot Water,No,,Basement,1734.0,239900.0,2912.0,2019.0,Single Family,PAPH835236,Immediate,3920.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Dearnley Park,No
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
10,5536 W MASTER ST W,Philadelphia,PA,19131,2.0,4.0,"Combination Dining/Living,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Island,  Recessed Lighting,  Tub Shower,  Upgraded Countertops","Basement,  Bathroom 1,  Great Room","Ceiling Fan(s),  Central A/C","Ceiling,  Forced Air",Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Disposal,  Energy Efficient Appliances,  Exhaust Fan,  Icemaker,  Microwave,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stove,  Water Heater","Basement,  Hookup,  Main Floor",1622.0,215000.0,981.0,2019.0,Condo/Townhome,PAPH844930,Settlement,1307.0,Active,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,West Philadelphia,No
11,1306 S GROVE ST,Philadelphia,PA,19146,2.0,2.0,,"Dining Room,  Kitchen,  Living Room",Heat Pump(s),Forced Air,No,,Lower Floor,784.0,210900.0,1041.0,2019.0,Condo/Townhome,PAPH842308,0-30 Days CD,871.0,Active,1923.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Grays Ferry,No
12,645 UNRUH AVE,Philadelphia,PA,19111,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1386.0,190000.0,2160.0,2019.0,Single Family,PAPH845400,61-90 Days CD,2178.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Lawndale,No
13,7226 LYNFORD ST,Philadelphia,PA,19149,1.0,3.0,,,Other,Central,No,,,1152.0,175000.0,1800.0,2019.0,Condo/Townhome,PAPH845558,0-30 Days CD,1307.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Castor Gardens,No
14,6641 TACKAWANNA ST,Philadelphia,PA,19135,1.0,3.0,,,Central A/C,Forced Air,Yes,,Basement,1088.0,170000.0,1613.0,2019.0,Condo/Townhome,PAPH845324,"0-30 Days CD,  31-60 Days CD",1307.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Tacony,No
15,1539 N 56TH ST,Philadelphia,PA,19131,1.0,3.0,,"Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3",Window Unit(s),"Hot Water,  Radiator",No,,,1528.0,150000.0,983.0,2019.0,Condo/Townhome,PAPH845224,Immediate,1742.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,West Philadelphia,No
16,4040 ALDINE ST,Philadelphia,PA,19136,1.0,3.0,,"Basement,  Dining Room,  Kitchen,  Living Room,  Other",Ceiling Fan(s),Radiator,No,,,1126.0,149900.0,1449.0,2019.0,Condo/Townhome,PAPH845540,Immediate,871.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair,No
17,5712 RODMAN ST,Philadelphia,PA,19143,1.0,3.0,,,None,Forced Air,No,,,1112.0,145000.0,1058.0,2019.0,Condo/Townhome,PAPH845514,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Cobbs Creek,No
18,5729 HUNTER ST,Philadelphia,PA,19131,1.0,3.0,"Carpet,  Dining Area,  Kitchen - Island","Bathroom 1,  Kitchen",None,Hot Water,No,,Hookup,1120.0,139999.0,908.0,2019.0,Condo/Townhome,PAPH845564,Immediate,1307.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Phila (West),No
19,3900 W FORD RD #18C,Philadelphia,PA,19131,1.0,2.0,"Bar,  Breakfast Area,  Built-Ins,  Dining Area,  Elevator,  Flat,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Galley","Bathroom 1,  Bedroom 1,  Kitchen,  Living Room,  Master Bedroom",Central A/C,Central,Yes,Stainless Steel Appliances,,1206.0,139000.0,1503.0,2019.0,Condo/Townhome,PAPH845504,Immediate,0.0,Active,1960.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wynnefield Hgts,No
0,5532 PEMBERTON ST,Philadelphia,PA,19143,1.0,3.0,,,None,Forced Air,No,,,1110.0,139000.0,1055.0,2019.0,Condo/Townhome,PAPH845510,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Cobbs Creek,No
1,4413 PRINCETON AVE,Philadelphia,PA,19135,1.0,3.0,,,None,Hot Water,No,,,1216.0,125000.0,1725.0,2019.0,Condo/Townhome,PAPH845584,"0-30 Days CD,  120-180 Days",1742.0,Contract Pending,1949.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair,No
2,7148 DICKS AVE,Philadelphia,PA,19153,1.0,3.0,,,Window Unit(s),Forced Air,No,,,960.0,125000.0,1426.0,2019.0,Condo/Townhome,PAPH845542,Negotiable,1307.0,Active,1930.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Elmwood Park,No
3,470 E COSGROVE ST,Philadelphia,PA,19144,2.0,3.0,Combination Dining/Living,"Bathroom 1,  Bathroom 2,  Bathroom 3,  Dining Room,  Kitchen,  Living Room",None,Forced Air,No,"Built-In Range,  Dishwasher,  Refrigerator",Basement,940.0,89900.0,1148.0,2019.0,Condo/Townhome,PAPH845518,Immediate,871.0,Contract Pending,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Germantown (East),No
4,3316 N PHILIP ST,Philadelphia,PA,19140,1.0,3.0,,,None,Baseboard - Electric,No,,,1226.0,55000.0,679.0,2019.0,Condo/Townhome,PAPH845590,0-30 Days CD,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,North Phila West,No
5,3933 N FRANKLIN ST,Philadelphia,PA,19140,1.0,3.0,,,None,Radiator,No,,,1200.0,38000.0,742.0,2019.0,Condo/Townhome,PAPH845586,Immediate,871.0,Contract Pending,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Juniata,No
6,3604 N 5TH ST,Philadelphia,PA,19140,,,,,,,No,,,,30000.0,43.0,2019.0,Vacant Land,PAPH845550,Immediate,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
7,1673 KINSEY ST,Philadelphia,PA,19124,,,,,,,No,,,,30000.0,140.0,2019.0,Vacant Land,PAPH845560,Immediate,871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
8,2126-32 E SOMERSET ST,Philadelphia,PA,19134,,,,Master Bedroom,None,Hot Water & Baseboard - Electric,No,,None,19298.0,1700000.0,3375.0,2019.0,Multi-Family,PAPH844688,31-60 Days CD,2178.0,Active,1929.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
9,1322 PINE ST,Philadelphia,PA,19107,,,"Combination Kitchen/Dining,  Family Room Off Kitchen,  Floor Plan - Open,  Kitchen - Island,  Master Bath(s),  Recessed Lighting,  Soaking Tub,  Tub Shower,  Walk-in Closet(s),  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer - Electric,  Dryer - Front Loading,  Microwave,  Oven/Range - Gas,  Washer - Front Loading,  Washer/Dryer Stacked",,3704.0,1375000.0,3865.0,2019.0,Condo/Townhome,PAPH845406,Immediate,0.0,Active,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Washington Sq West,Yes
10,4815 BALTIMORE AVE,Philadelphia,PA,19143,,,,,None,Baseboard - Electric,No,,,3000.0,950000.0,5580.0,2019.0,Multi-Family,PAPH845332,Immediate,2614.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
11,1141-1143 S 10TH ST,Philadelphia,PA,19147,,,"Dining Area,  Floor Plan - Open,  Upgraded Countertops",,"Central A/C,  Window Unit(s)","Baseboard - Hot Water,  Forced Air",Yes,"Dishwasher,  Oven/Range - Gas,  Refrigerator",,4684.0,949000.0,8549.0,2019.0,Multi-Family,PAPH844678,0-30 Days CD,3920.0,For Sale Under Contract,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
12,1507 N 33RD ST,Philadelphia,PA,19121,2.0,0.0,"Breakfast Area,  Walk-in Closet(s),  Wood Floors","Kitchen,  Living Room,  Loft,  Office,  Other",Central A/C,Forced Air,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Refrigerator,  Stainless Steel Appliances,  Washer",Main Floor,3820.0,795000.0,1652.0,2019.0,Condo/Townhome,PAPH845426,61-90 Days CD,3049.0,Active,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Strawberry Mansion,No
13,48 W UPSAL ST,Philadelphia,PA,19119,5.0,5.0,"Breakfast Area,  Chair Railings,  Combination Dining/Living,  Combination Kitchen/Dining,  Combination Kitchen/Living,  Crown Moldings,  Family Room Off Kitchen,  Floor Plan - Open,  Floor Plan - Traditional,  Kitchen - Gourmet,  Kitchen - Island,  Master Bath(s),  Other,  Recessed Lighting,  Skylight(s),  Soaking Tub,  Stain/Lead Glass,  Stall Shower,  Upgraded Countertops,  Walk-in Closet(s),  Wood Floors","Bathroom 2,  Bathroom 3,  Bedroom 2,  Bedroom 4,  Bedroom 5,  Dining Room,  Family Room,  Foyer,  Full Bath,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom,  Other,  Recreation Room","Central A/C,  Zoned","Central,  Forced Air,  Zoned",Yes,"Commercial Range,  Dishwasher,  Disposal,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Water Heater",Upper Floor,4542.0,774900.0,6569.0,2019.0,Single Family,PAPH844264,Immediate,10890.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
14,1932 CAMBRIDGE ST,Philadelphia,PA,19130,,,,,Central A/C,Forced Air,Yes,,,1400.0,699000.0,3410.0,2019.0,Condo/Townhome,PAPH845266,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Francisville,No
15,2540 GRAYS FERRY AVE,Philadelphia,PA,19146,3.0,3.0,,,Central A/C,Forced Air,Yes,,Has Laundry,2500.0,680000.0,2315.0,2019.0,Condo/Townhome,PAPH845322,Settlement,871.0,Active,2012.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Graduate Hospital,No
16,1536 E PALMER ST,Philadelphia,PA,19125,3.0,3.0,,,Central A/C,Forced Air,Yes,,,2325.0,649900.0,1731.0,2019.0,Condo/Townhome,PAPH843912,Settlement,871.0,Active,2012.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,None Available,No
17,608 S 5TH ST,Philadelphia,PA,19147,,,,,None,Baseboard - Electric,No,,,1920.0,649000.0,5262.0,2019.0,Multi-Family,PAPH845466,Immediate,1307.0,Active,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
18,1125 S 48TH ST,Philadelphia,PA,19143,,,"Attic,  Built-Ins,  Ceiling Fan(s)",,None,Forced Air,No,"Dryer,  Washer,  Water Heater",,3750.0,550000.0,6284.0,2019.0,Multi-Family,PAPH845274,Negotiable,4356.0,Contract Pending,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
19,233 S 6TH ST #906,Philadelphia,PA,19106,2.0,1.0,,,Wall Unit,Wall Unit,No,,Has Laundry,1205.0,540000.0,5384.0,2019.0,Condo/Townhome,PAPH845294,Settlement,0.0,Active,1985.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Society Hill,No
0,1242 N 4TH ST,Philadelphia,PA,19122,3.0,3.0,"Bar,  Combination Dining/Living,  Floor Plan - Open,  Master Bath(s),  Recessed Lighting,  Sprinkler System,  Tub Shower,  Upgraded Countertops,  Walk-in Closet(s),  Wet/Dry Bar,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Commercial Range,  Dishwasher,  Disposal,  Dryer - Front Loading,  Exhaust Fan,  Extra Refrigerator/Freezer,  Freezer,  Refrigerator,  Washer - Front Loading",Upper Floor,2436.0,534900.0,1806.0,2019.0,Condo/Townhome,PAPH845278,Negotiable,871.0,Contract Pending,2015.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Old Kensington,No
1,3518 TREVI CT,Philadelphia,PA,19145,3.0,4.0,,,Central A/C,Forced Air,Yes,,,1848.0,515000.0,6292.0,2019.0,Condo/Townhome,PAPH845442,"31-60 Days CD,  61-90 Days CD",6534.0,For Sale Under Contract,2004.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Packer Park,No
2,2002 TULIP ST,Philadelphia,PA,19125,3.0,3.0,,"Dining Room,  Kitchen,  Laundry,  Living Room",Central A/C,Forced Air,Yes,,,2098.0,505000.0,1477.0,2019.0,Condo/Townhome,PAPH845312,0-30 Days CD,871.0,Active,2016.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
3,1722 MANTON ST,Philadelphia,PA,19146,3.0,3.0,"Combination Dining/Living,  Master Bath(s),  Recessed Lighting,  Soaking Tub,  Stall Shower,  Tub Shower,  Upgraded Countertops,  Walk-in Closet(s),  WhirlPool/HotTub,  Wood Floors",,Central A/C,Forced Air,Yes,"Dryer - Front Loading,  Stainless Steel Appliances,  Washer - Front Loading",Upper Floor,2314.0,495000.0,1128.0,2019.0,Condo/Townhome,PAPH844326,"Immediate,  Negotiable",871.0,Active,2012.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Point Breeze,No
4,2148 E SERGEANT ST,Philadelphia,PA,19125,4.0,3.0,"Breakfast Area,  Combination Dining/Living,  Combination Kitchen/Dining,  Dining Area,  Floor Plan - Open,  Kitchen - Island,  Master Bath(s),  Recessed Lighting,  Soaking Tub,  Walk-in Closet(s),  WhirlPool/HotTub,  Wood Floors","Bedroom 1,  Bedroom 2,  Kitchen,  Laundry,  Living Room,  Master Bedroom,  Recreation Room",Central A/C,Hot Water,Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer - Gas,  Oven/Range - Gas,  Refrigerator,  Washer,  Water Heater","Dryer In Unit,  Upper Floor,  Washer In Unit",2408.0,489900.0,5049.0,2019.0,Condo/Townhome,PAPH845124,Immediate,1307.0,Active,2009.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,2.0,Fishtown,No
5,2955 N AMERICAN ST,Philadelphia,PA,19133,1.0,3.0,,,None,Baseboard - Hot Water,No,,,1040.0,475000.0,291.0,2019.0,Condo/Townhome,PAPH845454,0-30 Days CD,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
6,2534 CEDAR ST,Philadelphia,PA,19125,3.0,3.0,"Breakfast Area,  Ceiling Fan(s),  Combination Dining/Living,  Combination Kitchen/Dining,  Dining Area,  Floor Plan - Open,  Kitchen - Galley,  Master Bath(s),  Recessed Lighting,  Soaking Tub,  Stall Shower",,"Ceiling Fan(s),  Central A/C","Central,  Forced Air",Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Oven/Range - Electric,  Refrigerator,  Stainless Steel Appliances,  Washer",Basement,1900.0,455000.0,1167.0,2019.0,Condo/Townhome,PAPH844906,Negotiable,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
7,2638 AGATE ST,Philadelphia,PA,19125,3.0,3.0,"Built-Ins,  Combination Dining/Living,  Crown Moldings,  Dining Area,  Floor Plan - Open,  Kitchen - Gourmet,  Kitchen - Island,  Master Bath(s),  Recessed Lighting,  Sprinkler System,  Stall Shower,  Upgraded Countertops,  Walk-in Closet(s),  Wood Floors","Basement,  Dining Room,  Great Room,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,"Dishwasher,  Range Hood,  Refrigerator,  Stainless Steel Appliances",Upper Floor,,449500.0,800.0,2019.0,Condo/Townhome,PAPH845438,31-60 Days CD,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
8,2129 E HAROLD ST,Philadelphia,PA,19125,3.0,3.0,,,Central A/C,Forced Air,Yes,,"Basement,  Hookup",2000.0,444000.0,,2019.0,Condo/Townhome,PAPH845018,"31-60 Days CD,  Settlement",436.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
9,2131 E HAROLD ST,Philadelphia,PA,19125,3.0,3.0,,,Central A/C,Forced Air,Yes,,"Basement,  Hookup",2000.0,444000.0,,2019.0,Condo/Townhome,PAPH845104,"31-60 Days CD,  Settlement",436.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
10,1313 S 20TH ST,Philadelphia,PA,19146,3.0,4.0,,,Central A/C,Forced Air,Yes,,,2050.0,425000.0,1183.0,2019.0,Condo/Townhome,PAPH845382,Settlement,871.0,Active,2015.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
11,2554 N 8TH ST,Philadelphia,PA,19133,,,"2nd Kitchen,  Breakfast Area,  Combination Dining/Living,  Floor Plan - Open,  Intercom,  Kitchen - Island,  Recessed Lighting,  Tub Shower,  Wood Floors",,Central A/C,Forced Air,Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Disposal,  Refrigerator,  Stainless Steel Appliances",,2960.0,424900.0,879.0,2019.0,Condo/Townhome,PAPH842204,Immediate,1307.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Hartranft,No
12,1404 S 2ND ST,Philadelphia,PA,19147,,,,,Central A/C,Forced Air,Yes,,,2240.0,395000.0,4304.0,2019.0,Condo/Townhome,PAPH839728,0-30 Days CD,871.0,Active,1915.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Pennsport,No
13,521 BURNHAM RD,Philadelphia,PA,19119,4.0,5.0,"Additional Stairway,  Carpet,  Ceiling Fan(s),  Dining Area,  Formal/Separate Dining Room,  Kitchenette,  Master Bath(s),  Recessed Lighting","In-Law/auPair/Suite,  Sun/Florida Room",None,Radiator,No,"Built-In Microwave,  Dishwasher,  Microwave,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Stove",Main Floor,2480.0,395000.0,4491.0,2019.0,Single Family,PAPH844148,Immediate,2614.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Mt Airy (West),No
14,1021 MERCY ST,Philadelphia,PA,19148,1.0,2.0,"Combination Dining/Living,  Dining Area,  Family Room Off Kitchen,  Floor Plan - Open,  Master Bath(s),  Recessed Lighting,  Upgraded Countertops,  Wood Floors",,Central A/C,Radiator,Yes,"Dishwasher,  Disposal,  Dryer,  Microwave,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer,  Water Heater",Basement,1620.0,369900.0,2511.0,2019.0,Condo/Townhome,PAPH845346,Immediate,436.0,Active,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,E Passyunk Crossing,No
15,7030 GREENE ST,Philadelphia,PA,19119,2.0,3.0,"Breakfast Area,  Ceiling Fan(s),  Combination Kitchen/Dining,  Floor Plan - Open,  Recessed Lighting,  Stall Shower,  Upgraded Countertops,  Wood Floors","Bathroom 2,  Bedroom 2,  Dining Room,  Kitchen,  Living Room,  Master Bathroom,  Master Bedroom,  Sitting Room,  Solarium","Ceiling Fan(s),  Window Unit(s)",Hot Water,No,"Dishwasher,  Disposal,  Dryer - Front Loading,  Dryer - Gas,  Oven/Range - Electric,  Range Hood,  Refrigerator,  Washer",Basement,1826.0,367500.0,4191.0,2019.0,Single Family,PAPH842894,Negotiable,2614.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mt Airy (West),No
16,2352 N PARK AVE,Philadelphia,PA,19132,,,,,Central A/C,Forced Air,Yes,,,3120.0,360000.0,3066.0,2019.0,Condo/Townhome,PAPH845418,Immediate,1742.0,Active,2011.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
17,1233 EMILY ST,Philadelphia,PA,19148,2.0,2.0,,,Central A/C,Forced Air,Yes,,,1084.0,359999.0,3143.0,2019.0,Condo/Townhome,PAPH844954,0-30 Days CD,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Passyunk Square,No
18,804 MOYER ST,Philadelphia,PA,19125,2.0,3.0,"Kitchen - Eat-In,  Upgraded Countertops,  Wood Floors",,Central A/C,"Central,  Forced Air",Yes,"Built-In Microwave,  Dishwasher,  Disposal,  Dryer,  Energy Efficient Appliances,  Microwave,  Refrigerator,  Stainless Steel Appliances,  Water Heater",Main Floor,1238.0,359900.0,4811.0,2019.0,Condo/Townhome,PAPH845318,Immediate,1307.0,For Sale Under Contract,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
19,822 BURGESS ST,Philadelphia,PA,19116,3.0,3.0,,,Central A/C,Forced Air,Yes,,,1832.0,350000.0,3957.0,2019.0,Single Family,PAPH845306,Immediate,0.27 acres,Contract Pending,1960.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Somerton,No
0,1202 N 24TH ST #2,Philadelphia,PA,19121,3.0,2.0,,"Bedroom 1,  Bedroom 2",Central A/C,Central,Yes,,,1900.0,350000.0,179.0,2019.0,Condo/Townhome,PAPH845468,Settlement,871.0,Active,2020.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Brewerytown,No
1,2119 N 63RD ST,Philadelphia,PA,19151,,,,,Central A/C,90% Forced Air,Yes,,,2000.0,350000.0,1121.0,2019.0,Condo/Townhome,PAPH845248,"0-30 Days CD,  Immediate",871.0,Active,1922.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
2,801 N 17TH ST #3,Philadelphia,PA,19130,2.0,2.0,Floor Plan - Open,,Central A/C,Forced Air,Yes,,,1055.0,349000.0,1043.0,2019.0,Condo/Townhome,PAPH845282,Negotiable,0.0,Active,1917.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Francisville,No
3,1713 MOORE ST,Philadelphia,PA,19145,3.0,3.0,,,"Ceiling Fan(s),  Window Unit(s)","Baseboard - Hot Water,  Radiator",No,,,1500.0,345000.0,3250.0,2019.0,Condo/Townhome,PAPH844056,Negotiable,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Point Breeze,No
4,2144 KENSINGTON CT #B82,Philadelphia,PA,19125,3.0,2.0,Dining Area,"Bedroom 1,  Dining Room,  Foyer,  Full Bath,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Disposal,  Refrigerator",Upper Floor,1600.0,329990.0,1900.0,2020.0,Condo/Townhome,PAPH845398,Settlement,4.04 acres,Contract Pending,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
5,2926 NICHOLAS ST,Philadelphia,PA,19121,2.0,2.0,,"Basement,  Bathroom 1,  Bathroom 2,  Bedroom 1,  Half Bath,  Kitchen,  Laundry",Central A/C,Forced Air,Yes,,"Basement,  Hookup",1270.0,320000.0,567.0,2019.0,Condo/Townhome,PAPH839388,"Immediate,  Settlement",871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Brewerytown,No
6,317 VINE ST #107,Philadelphia,PA,19106,1.0,1.0,,"Kitchen,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Hot Water,Yes,,,714.0,319900.0,4299.0,2019.0,Condo/Townhome,PAPH845336,Negotiable,0.0,Active,2006.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Old City,No
