,address,city,state,zipcode,bathrooms,bedrooms,interior_features,rooms,cooling,heating,AC,appliances,laundry,sqft,price,taxes,tax_year,list_type,list_id,possession,lot_sqft,list_status,year_built,county,county_school_district,half_bath,subdivision,luxury_home
19,207 PARKER AVE,Philadelphia,PA,19128,3.0,3.0,Combination Kitchen/Dining,"Half Bath,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Microwave,  Oven - Single,  Oven/Range - Gas,  Refrigerator","Dryer In Unit,  Washer In Unit",1500.0,314999.0,3817.0,2019.0,Condo/Townhome,PAPH828932,Immediate,4792.0,Active,2007.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Germany Hill,No
0,1248 MARLBOROUGH ST,Philadelphia,PA,19125,1.0,3.0,"Ceiling Fan(s),  Dining Area,  Kitchen - Galley,  Wood Floors",,None,Hot Water,No,,,1452.0,310000.0,3500.0,2019.0,Condo/Townhome,PAPH828864,Coin w/Sell Sett,436.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
1,9731 COWDEN ST,Philadelphia,PA,19115,3.0,3.0,"2nd Kitchen,  Master Bath(s),  Window Treatments,  Wood Floors","Basement,  Bathroom 2,  Bedroom 1,  Bedroom 2,  Dining Room,  Family Room,  Half Bath,  Kitchen,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,,Basement,1801.0,293750.0,2800.0,2019.0,Single Family,PAPH828350,Immediate,4356.0,Contract Pending,1964.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Bustleton,No
2,248 W GORGAS LN,Philadelphia,PA,19119,1.0,3.0,,,None,"Hot Water,  Radiator",No,,,1504.0,279900.0,3003.0,2019.0,Condo/Townhome,PAPH828960,31-60 Days CD,1742.0,Contract Pending,1965.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mt Airy (West),No
3,13675 PHILMONT AVE #8,Philadelphia,PA,19116,2.0,2.0,,Loft,Central A/C,Forced Air,Yes,,,1638.0,274900.0,2879.0,2019.0,Condo/Townhome,PAPH828782,Immediate,0.0,Active,2006.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Chancellors Court,No
4,2325 GREENWICH ST,Philadelphia,PA,19146,3.0,2.0,,Basement,Central A/C,Forced Air,Yes,,,1164.0,274900.0,700.0,2019.0,Condo/Townhome,PAPH828832,Settlement,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Point Breeze,No
5,1927 MORRELL ST,Philadelphia,PA,19115,3.0,4.0,,,Central A/C,Forced Air,Yes,,,1201.0,269000.0,2870.0,2019.0,Single Family,PAPH829330,"31-60 Days CD,  61-90 Days CD",3049.0,Contract Pending,1963.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Bustleton,No
6,3248 PRINCETON AVE,Philadelphia,PA,19149,2.0,3.0,,,Central A/C,Forced Air,Yes,,,1104.0,229900.0,2133.0,2019.0,Condo/Townhome,PAPH828940,Negotiable,1742.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mayfair,No
7,10704 E KESWICK RD,Philadelphia,PA,19154,3.0,3.0,"Dining Area,  Kitchen - Eat-In,  Master Bath(s),  Recessed Lighting,  Skylight(s),  Soaking Tub,  Stall Shower,  Tub Shower,  Upgraded Countertops,  Window Treatments,  Wood Floors","Bathroom 2,  Bedroom 2,  Bedroom 3,  Dining Room,  Family Room,  Half Bath,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Central,Yes,"Dryer - Gas,  Exhaust Fan,  Oven - Self Cleaning,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Stainless Steel Appliances,  Washer,  Water Heater",Basement,1386.0,220000.0,2741.0,2019.0,Condo/Townhome,PAPH828712,Negotiable,2178.0,Contract Pending,1973.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Modena Park,No
8,9454 FAIRGREEN LN,Philadelphia,PA,19114,,,,,Central A/C,Forced Air,Yes,,,1847.0,219900.0,2275.0,2019.0,Condo/Townhome,PAPH828702,Immediate,2178.0,Contract Pending,1978.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
9,3534 SUNNYSIDE AVE,Philadelphia,PA,19129,1.0,2.0,"Floor Plan - Traditional,  Stall Shower,  Wood Floors","Basement,  Bathroom 1,  Bedroom 2,  Dining Room,  Kitchen,  Living Room,  Master Bathroom",Central A/C,Forced Air,Yes,"Dryer,  Refrigerator,  Stove",Basement,1160.0,219000.0,2801.0,2019.0,Condo/Townhome,PAPH828326,Negotiable,1307.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,East Falls,No
10,2623 E MONMOUTH ST,Philadelphia,PA,19134,1.0,2.0,"Carpet,  Combination Kitchen/Dining,  Kitchen - Eat-In,  Tub Shower","Bathroom 1,  Bedroom 1,  Bedroom 2,  Family Room,  Kitchen,  Laundry",Window Unit(s),Forced Air,No,"Refrigerator,  Stove,  Water Heater - High-Efficiency",Basement,724.0,170000.0,1555.0,2019.0,Condo/Townhome,PAPH828574,Negotiable,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Port Richmond,No
11,1850 LINDLEY AVE,Philadelphia,PA,19141,2.0,3.0,,,Central A/C,Hot Water,Yes,"Dishwasher,  Disposal,  Microwave,  Oven/Range - Gas,  Refrigerator",,1450.0,169900.0,761.0,2019.0,Condo/Townhome,PAPH828928,Immediate,1307.0,Contract Pending,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Logan,No
12,2118 TASKER ST,Philadelphia,PA,19145,1.0,3.0,,"Dining Room,  Kitchen,  Living Room",Window Unit(s),Forced Air,No,,,1356.0,165000.0,559.0,2019.0,Condo/Townhome,PAPH824450,0-30 Days CD,871.0,Active,1923.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
13,3900 FORD RD #17P,Philadelphia,PA,19131,2.0,2.0,"Carpet,  Kitchen - Eat-In,  Master Bath(s),  Stall Shower,  WhirlPool/HotTub",,Central A/C,Forced Air,Yes,"Dishwasher,  Refrigerator,  Washer/Dryer Stacked","Dryer In Unit,  Washer In Unit",1526.0,139000.0,1995.0,2019.0,Condo/Townhome,PAPH828560,Immediate,0.0,Active,1960.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Park Plaza,No
14,4619 SHEFFIELD ST,Philadelphia,PA,19136,1.0,3.0,,"Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Kitchen,  Laundry,  Living Room",Window Unit(s),Radiator,No,,Basement,1200.0,134000.0,1579.0,2019.0,Condo/Townhome,PAPH828698,Negotiable,1307.0,Contract Pending,1945.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Holmesburg,No
15,2620 S SHIELDS ST,Philadelphia,PA,19142,1.0,3.0,,"Basement,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Full Bath,  Kitchen,  Living Room",None,Radiator,No,,,960.0,115000.0,911.0,2019.0,Condo/Townhome,PAPH827672,Negotiable,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Elmwood,No
16,426 N GROSS ST,Philadelphia,PA,19151,2.0,3.0,"Carpet,  Dining Area",,Window Unit(s),Hot Water,No,,,960.0,95000.0,1120.0,2019.0,Single Family,PAPH828790,31-60 Days CD,2614.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,West Philadelphia,No
17,3503 WELSH RD,Philadelphia,PA,19136,1.0,3.0,,,None,Hot Water,No,,,1350.0,94500.0,2240.0,2019.0,Single Family,PAPH829280,Immediate,1742.0,Active,1890.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Holmesburg,No
18,1944 N TAYLOR ST,Philadelphia,PA,19121,1.0,3.0,,,None,Other,No,,,942.0,85000.0,354.0,2019.0,Condo/Townhome,PAPH829426,Immediate,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
19,934 W ROCKLAND ST,Philadelphia,PA,19141,1.0,5.0,,"Additional Bedroom,  Basement,  Kitchen,  Living Room",None,Hot Water,No,,,1554.0,79900.0,693.0,2019.0,Condo/Townhome,PAPH828892,Negotiable,1307.0,Contract Pending,1940.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Logan,No
0,957 E PRICE ST,Philadelphia,PA,19138,2.0,3.0,,"Basement,  Bathroom 1,  Bedroom 1",None,Radiator,No,,,1080.0,75000.0,1106.0,2019.0,Condo/Townhome,PAPH828694,120-180 Days,1742.0,Contract Pending,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Germantown (East),No
1,2306 N BOUVIER ST,Philadelphia,PA,19132,1.0,3.0,,,None,Other,No,,,1034.0,60000.0,178.0,2019.0,Condo/Townhome,PAPH829430,Immediate,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Stanton,No
2,5644 BLOYD ST,Philadelphia,PA,19138,1.0,3.0,,,None,Radiator,No,,,1038.0,55000.0,707.0,2019.0,Condo/Townhome,PAPH828854,Immediate,1307.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown (East),No
3,236 LINTON ST,Philadelphia,PA,19120,1.0,3.0,,,None,Forced Air,No,,,1050.0,54900.0,1355.0,2019.0,Condo/Townhome,PAPH829018,Immediate,871.0,Contract Pending,1955.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,None Available,No
4,225 S 4TH ST #404,Philadelphia,PA,19106,3.0,2.0,,,Central A/C,90% Forced Air,Yes,,,1607.0,875000.0,9741.0,2019.0,Condo/Townhome,PAPH827244,0-30 Days CD,0.0,Active,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Society Hill,Yes
5,1505 S 13TH ST,Philadelphia,PA,19147,4.0,3.0,"Air Filter System,  Ceiling Fan(s),  Combination Dining/Living,  Kitchen - Eat-In,  Master Bath(s),  Wood Floors",,Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer,  Microwave,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Washer,  Water Heater",Upper Floor,2732.0,699999.0,1726.0,2019.0,Condo/Townhome,PAPH826226,Immediate,1307.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Passyunk Square,No
6,2054 E SUSQUEHANNA AVE,Philadelphia,PA,19125,3.0,4.0,"Breakfast Area,  Built-Ins,  Floor Plan - Open","Basement,  Bathroom 1,  Bathroom 2,  Bathroom 3,  Bedroom 1,  Bedroom 2,  Bedroom 3",Central A/C,Forced Air,Yes,,Upper Floor,,649000.0,225.0,2019.0,Condo/Townhome,PAPH828370,Immediate,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
7,2301 E DAUPHIN ST,Philadelphia,PA,19125,4.0,3.0,,,"Central A/C,  Energy Star Cooling System,  Multi Units,  Zoned","Central,  Energy Star Heating System,  Forced Air",Yes,,,2400.0,629999.0,437.0,2019.0,Condo/Townhome,PAPH828650,Immediate,871.0,Active,2019.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
8,2301 - 2313 N 8TH ST,Philadelphia,PA,19133,,,,,,,No,,,,600000.0,581.0,2019.0,Vacant Land,PAPH828644,Immediate,0.31 acres,Contract Pending,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
9,914 S 19TH ST,Philadelphia,PA,19146,,,,,None,Radiator,No,,,1864.0,595000.0,6993.0,2019.0,Condo/Townhome,PAPH827806,Settlement,871.0,Active,1915.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
10,1342 E BERKS ST #C,Philadelphia,PA,19125,3.0,3.0,"Intercom,  Skylight(s)","Bedroom 2,  Bedroom 3,  Family Room,  Foyer,  Full Bath,  Kitchen,  Living Room,  Master Bathroom,  Master Bedroom,  Office",Central A/C,Forced Air,Yes,Energy Efficient Appliances,Basement,2079.0,565000.0,753.0,2019.0,Condo/Townhome,PAPH826734,Negotiable,0.0,Active,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
11,1615 GREEN ST #1,Philadelphia,PA,19130,2.0,2.0,"Built-Ins,  Chair Railings,  Crown Moldings,  Master Bath(s),  Upgraded Countertops,  Wood Floors","Bedroom 2,  Full Bath,  Great Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Dishwasher,  Dryer,  Oven/Range - Gas,  Refrigerator,  Stainless Steel Appliances,  Trash Compactor,  Washer",Main Floor,1125.0,475000.0,3862.0,2019.0,Condo/Townhome,PAPH828398,Negotiable,0.0,Contract Pending,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Art Museum (Fairmo,No
12,1336 MIFFLIN ST,Philadelphia,PA,19148,3.0,3.0,"Built-Ins,  Ceiling Fan(s),  Wet/Dry Bar,  Wood Floors","Bathroom 1,  Bedroom 1,  Bedroom 2,  Dining Room,  Half Bath,  Hobby Room,  Kitchen,  Living Room,  Master Bathroom,  Master Bedroom,  Utility Room",Central A/C,Radiator,Yes,"Dishwasher,  Dryer,  Refrigerator,  Stove,  Washer",Upper Floor,1728.0,449900.0,1445.0,2019.0,Condo/Townhome,PAPH828506,Negotiable,871.0,Contract Pending,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,E Passyunk Crossing,No
13,6336 ELMWOOD AVE,Philadelphia,PA,19142,3.0,3.0,,,None,Forced Air,No,,,2496.0,445000.0,2100.0,2019.0,Single Family,PAPH829322,0-30 Days CD,1742.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Southwest Ctr City,No
14,6334 ELMWOOD AVE,Philadelphia,PA,19142,3.0,3.0,,,Central A/C,Forced Air,Yes,,,2336.0,445000.0,1964.0,2019.0,Single Family,PAPH829320,0-30 Days CD,2178.0,Active,1920.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Southwest Ctr City,No
15,729 S 2ND ST #B,Philadelphia,PA,19147,2.0,2.0,"Breakfast Area,  Cedar Closet(s),  Ceiling Fan(s),  Master Bath(s),  Recessed Lighting,  WhirlPool/HotTub,  Window Treatments,  Wood Floors","Basement,  Bathroom 1,  Bedroom 1,  Kitchen,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,"Built-In Microwave,  Built-In Range,  Dishwasher,  Dryer - Gas,  Water Heater",,1020.0,439000.0,3735.0,2019.0,Condo/Townhome,PAPH824576,Negotiable,0.0,Active,1900.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Queen Village,No
16,1210 N ETTING ST,Philadelphia,PA,19121,3.0,4.0,,,Central A/C,Heat Pump(s),Yes,,,1924.0,429000.0,5382.0,2019.0,Condo/Townhome,PAPH828544,Immediate,871.0,Contract Pending,2018.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
17,1406 S TAYLOR ST,Philadelphia,PA,19146,3.0,3.0,,,Central A/C,Central,Yes,,,,399900.0,304.0,2019.0,Condo/Townhome,PAPH828348,Immediate,871.0,Active,2019.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
18,1416 S TAYLOR ST,Philadelphia,PA,19146,3.0,3.0,,,Central A/C,Central,Yes,,,,399900.0,476.0,2019.0,Single Family,PAPH828356,Immediate,871.0,Active,2019.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Point Breeze,No
19,1434 CAMBRIDGE ST,Philadelphia,PA,19130,2.0,4.0,,,None,Hot Water,No,,,1460.0,375000.0,1594.0,2019.0,Condo/Townhome,PAPH827734,Immediate,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Francisville,No
0,1216 MCKEAN ST,Philadelphia,PA,19148,2.0,4.0,,,Window Unit(s),Hot Water,No,,,1480.0,350000.0,3900.0,2019.0,Condo/Townhome,PAPH828364,0-30 Days CD,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Passyunk Square,No
1,1530 W PORTER ST,Philadelphia,PA,19145,3.0,5.0,,,Wall Unit,Baseboard - Hot Water,No,,,1960.0,349900.0,2012.0,2019.0,Condo/Townhome,PAPH827272,Settlement,871.0,Contract Pending,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Girard Estate Area,No
2,1123 E HEWSON ST,Philadelphia,PA,19125,2.0,2.0,,Loft,Central A/C,Forced Air,Yes,,,1250.0,340000.0,4260.0,2019.0,Single Family,PAPH828102,Negotiable,871.0,Active,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Fishtown,No
3,9865 HOFF ST,Philadelphia,PA,19115,4.0,4.0,"Built-Ins,  Combination Dining/Living,  Combination Kitchen/Dining,  Dining Area,  Family Room Off Kitchen,  Floor Plan - Open,  Kitchen - Eat-In,  Kitchen - Galley,  Master Bath(s),  Tub Shower,  Upgraded Countertops,  Walk-in Closet(s)","Bedroom 2,  Bedroom 3,  Bedroom 4,  Dining Room,  In-Law/auPair/Suite,  Kitchen,  Laundry,  Living Room,  Master Bathroom,  Master Bedroom",Central A/C,Forced Air,Yes,,"Lower Floor,  Main Floor",1628.0,334900.0,2940.0,2019.0,Single Family,PAPH828366,"31-60 Days CD,  61-90 Days CD",2614.0,Active,1960.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Bustleton,No
4,914 SPRUCE ST #15,Philadelphia,PA,19107,2.0,1.0,"Combination Kitchen/Living,  Floor Plan - Open,  Recessed Lighting,  Walk-in Closet(s),  Wood Floors",,Central A/C,Forced Air,Yes,,,711.0,325000.0,3912.0,2019.0,Condo/Townhome,PAPH827500,31-60 Days CD,0.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Washington Sq West,No
5,104 ELLSWORTH ST,Philadelphia,PA,19147,2.0,2.0,,,Central A/C,Forced Air,Yes,,,1578.0,320000.0,3319.0,2019.0,Condo/Townhome,PAPH828406,Negotiable,871.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Pennsport,No
6,104 ELLSWORTH ELLSWORTH,Philadelphia,PA,19147,2.0,2.0,,,Central A/C,Forced Air,Yes,,,,320000.0,3438.0,2019.0,Condo/Townhome,PAPH828372,Negotiable,1307.0,Contract Pending,1925.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Pennsport,No
7,1238 CALLOWHILL ST #603,Philadelphia,PA,19123,1.0,1.0,"Flat,  Floor Plan - Open,  Kitchen - Island,  Sprinkler System,  Stall Shower,  Upgraded Countertops,  Window Treatments",,Central A/C,"Baseboard - Electric,  Forced Air",Yes,"Dishwasher,  Disposal,  Dryer,  Microwave,  Oven/Range - Electric,  Refrigerator,  Washer","Dryer In Unit,  Has Laundry,  Main Floor,  Washer In Unit",1110.0,315000.0,3264.0,2019.0,Condo/Townhome,PAPH828608,Settlement,0.0,Contract Pending,1900.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Spring Gdn,No
8,2519 TURNER ST,Philadelphia,PA,19121,3.0,5.0,,,Central A/C,Baseboard - Hot Water,Yes,,,1534.0,299900.0,246.0,2019.0,Condo/Townhome,PAPH828482,Negotiable,871.0,Active,1948.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Brewerytown,No
9,2102-4 RHAWN ST,Philadelphia,PA,19152,,,,,None,Baseboard - Hot Water,No,,,1728.0,289900.0,2686.0,2019.0,Multi-Family,PAPH828352,31-60 Days CD,5663.0,Active,1960.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Rhawnhurst,No
10,4457 RIVERVIEW LN #57,Philadelphia,PA,19128,2.0,2.0,"Butlers Pantry,  Combination Dining/Living,  Dining Area,  Recessed Lighting,  Walk-in Closet(s),  Wood Floors","Bedroom 1,  Bedroom 2,  Dining Room,  Full Bath,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,"Dishwasher,  Disposal,  Dryer - Front Loading,  Oven/Range - Gas,  Range Hood,  Refrigerator,  Washer - Front Loading",Upper Floor,1327.0,280000.0,525.0,2019.0,Condo/Townhome,PAPH828524,0-30 Days CD,0.0,Active,2010.0,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,East Falls,No
11,2601 PENNSYLVANIA AVE #221,Philadelphia,PA,19130,1.0,2.0,,"Dining Room,  Kitchen,  Laundry,  Living Room",Central A/C,Forced Air,Yes,,Main Floor,1135.0,270000.0,3131.0,2019.0,Condo/Townhome,PAPH828428,Immediate,0.0,Active,1950.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fairmount,No
12,2337 E HUNTINGDON ST,Philadelphia,PA,19125,1.0,2.0,,"Bedroom 1,  Bedroom 2,  Dining Room,  Full Bath,  Kitchen,  Living Room",Central A/C,Forced Air,Yes,,,1000.0,250000.0,1908.0,2019.0,Condo/Townhome,PAPH827020,Immediate,871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Fishtown,No
13,402 HOFFMAN ST,Philadelphia,PA,19148,2.0,3.0,,Bedroom 1,Window Unit(s),Baseboard - Electric,No,,,886.0,224990.0,1681.0,2019.0,Condo/Townhome,PAPH829256,90-120 Days CD,871.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Greenwich S Phila,No
14,3514 FITLER ST,Philadelphia,PA,19114,2.0,3.0,"Dining Area,  Kitchen - Galley",,Central A/C,"Forced Air,  Hot Water",Yes,,,1224.0,224900.0,2515.0,2019.0,Single Family,PAPH828484,"61-90 Days CD,  90-120 Days CD",3049.0,Contract Pending,1962.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Academy Gardens,No
15,3227 CHATHAM ST,Philadelphia,PA,19134,1.0,3.0,,"Bathroom 1,  Bonus Room,  Kitchen,  Living Room",Window Unit(s),Hot Water,No,,,1044.0,174900.0,1561.0,2019.0,Condo/Townhome,PAPH828646,Settlement,871.0,Contract Pending,1910.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Port Richmond,No
16,4634 OAKLAND ST,Philadelphia,PA,19124,2.0,3.0,,,Central A/C,Central,Yes,,,1492.0,159900.0,1376.0,2019.0,Condo/Townhome,PAPH828518,"0-30 Days CD,  31-60 Days CD",1742.0,Active,1945.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Northwood,No
17,784 SMYLIE RD,Philadelphia,PA,19124,2.0,3.0,,,None,Hot Water,No,,,1230.0,139900.0,1390.0,2019.0,Condo/Townhome,PAPH828248,Immediate,1307.0,Active,1947.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,1.0,Phila Northeast,No
18,2013 N WANAMAKER ST,Philadelphia,PA,19131,1.0,3.0,"Carpet,  Dining Area,  Wood Floors","Basement,  Bathroom 1,  Bedroom 1,  Bedroom 2,  Bedroom 3,  Dining Room,  Family Room,  Kitchen",None,Radiator,No,"Dishwasher,  Oven/Range - Gas,  Refrigerator","Basement,  Hookup",1192.0,135000.0,1200.0,2019.0,Condo/Townhome,PAPH828234,31-60 Days CD,1307.0,Active,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Wynnefield,No
19,107 FEDERAL ST,Philadelphia,PA,19147,,,,,,,No,,,,130000.0,119.0,2019.0,Vacant Land,PAPH828474,Negotiable,436.0,Contract Pending,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Pennsport,No
0,5414 SYCAMORE ST,Philadelphia,PA,19120,1.0,2.0,,,None,Forced Air,No,,,808.0,123000.0,1019.0,2019.0,Condo/Townhome,PAPH828394,0-30 Days CD,1742.0,Active,1942.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Olney,No
1,5030-36 N WARNOCK ST,Philadelphia,PA,19141,2.0,3.0,,,None,Hot Water,No,,,1650.0,109900.0,1593.0,2019.0,Single Family,PAPH828642,0-30 Days CD,6534.0,Active,1935.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Logan,No
2,8020 FRANKFORD AVE,Philadelphia,PA,19136,,,,,,,No,,,,99500.0,1120.0,2019.0,Vacant Land,PAPH824964,0-30 Days CD,6970.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
3,926 S PAXON ST,Philadelphia,PA,19143,,,,,,,No,,,,94900.0,273.0,2019.0,Vacant Land,PAPH828580,Settlement,871.0,Active,,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,,No
4,2636 S 61ST ST,Philadelphia,PA,19142,1.0,3.0,"Ceiling Fan(s),  Dining Area,  Floor Plan - Traditional,  Kitchen - Galley","Dining Room,  Kitchen,  Living Room",Window Unit(s),Forced Air,No,"Built-In Microwave,  Dryer - Gas,  Oven/Range - Gas,  Washer",Basement,1096.0,89900.0,918.0,2019.0,Condo/Townhome,PAPH828838,Negotiable,1307.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Elmwood,No
5,5518 MORTON ST,Philadelphia,PA,19144,1.0,4.0,,,Central A/C,Heat Pump - Gas BackUp,Yes,,,1296.0,74900.0,581.0,2019.0,Condo/Townhome,PAPH828316,Immediate,1742.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Germantown (East),No
6,2015 N MARSTON ST,Philadelphia,PA,19121,1.0,2.0,,,None,Forced Air,No,,,1060.0,69900.0,146.0,2019.0,Condo/Townhome,PAPH827624,Immediate,871.0,Contract Pending,1915.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Strawberry Mansion,No
7,3057 POTTER ST,Philadelphia,PA,19134,1.0,3.0,,,None,Baseboard - Electric,No,,,840.0,50000.0,153.0,2019.0,Condo/Townhome,PAPH828566,Immediate,436.0,Active,1920.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
8,2718 RIDGE AVE,Philadelphia,PA,19121,,,,,,,No,,,,47900.0,69.0,2019.0,Vacant Land,PAPH828660,Immediate,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Sharswood,No
9,317 E THAYER ST,Philadelphia,PA,19134,1.0,2.0,,,Window Unit(s),Radiant,No,,,896.0,45000.0,503.0,2019.0,Condo/Townhome,PAPH827318,"Immediate,  Negotiable,  Settlement",871.0,Active,1935.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Kensington,No
10,3840 MOUNT VERNON ST,Philadelphia,PA,19104,,,,,,,No,,,,44900.0,325.0,2019.0,Vacant Land,PAPH828578,Settlement,871.0,Active,,Philadelphia County,THE SCHOOL DISTRICT OF PHILADELPHIA,,Mantua,No
11,1433 N HIRST ST,Philadelphia,PA,19151,1.0,3.0,,,None,Forced Air,No,,,1080.0,39000.0,1081.0,2019.0,Condo/Townhome,PAPH828534,Settlement,871.0,Contract Pending,1925.0,Philadelphia,THE SCHOOL DISTRICT OF PHILADELPHIA,,Carroll Park,No
